S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
17483,2022081404003974,HDHPC,50,59,450,223.6,100620.00
17484,2022081404003973,HDHPC,32,59,49,224,10976.00
17485,2022081401008988,HDL,29,42,20,3562.1,71242.00
17486,2022081404003972,AHPC,21,34,50,348.9,17445.00
17487,2022081404003971,AKJCL,34,21,100,211,21100.00
17488,2022081403006882,ALBSL,42,17,10,1175,11750.00
17489,2022081405001092,SAHAS,59,57,10,528,5280.00
17490,2022081403006881,GBBL,54,55,80,391.1,31288.00
17491,2022081403006880,GBBL,40,55,100,391.2,39120.00
17492,2022081405001091,ENL,10,4,10,680,6800.00
17493,2022081405001090,ENL,41,4,50,680,34000.00
17494,2022081405001089,ENL,17,4,200,681,136200.00
17495,2022081405001088,ENL,48,4,50,681.1,34055.00
17496,2022081405001087,ENL,33,4,100,681.1,68110.00
17497,2022081405001086,ENL,59,4,30,690,20700.00
17498,2022081405001085,ENL,58,4,60,690,41400.00
17499,2022081401008987,SANIMA,22,42,25,255.5,6387.50
17500,2022081404003970,SHPC,13,32,301,316,95116.00
17501,2022081404003969,SHPC,38,32,1000,316,316000.00
17502,2022081404003968,SHPC,38,32,1000,316,316000.00
17503,2022081404003967,SHPC,26,32,619,316,195604.00
17504,2022081404003966,SHPC,43,32,30,316.1,9483.00
17505,2022081404003965,SHPC,11,32,50,316.1,15805.00
17506,2022081405001084,MBJC,49,10,10,239.1,2391.00
17507,2022081403006879,GBBL,45,47,18,392,7056.00
17508,2022081403006878,GBBL,45,47,10,392,3920.00
17509,2022081403006877,GBBL,1,47,25,392,9800.00
17510,2022081404003964,RURU,20,25,160,790,126400.00
17511,2022081401008986,HHL,57,38,10,321,3210.00
17512,2022081404003963,NHPC,55,35,500,247,123500.00
17513,2022081403006876,PFL,6,6,248,385,95480.00
17514,2022081403006875,JBBL,25,14,12,297,3564.00
17515,2022081401008985,ADBL,44,41,10,317.2,3172.00
17516,2022081401008984,HHL,57,58,10,321,3210.00
17517,2022081403006874,NRN,50,29,10,486.2,4862.00
17518,2022081403006873,CHDC,59,4,380,758,288040.00
17519,2022081403006872,CHDC,50,4,50,758.1,37905.00
17520,2022081403006871,CHDC,6,4,20,760,15200.00
17521,2022081404003962,PICL,4,16,150,386,57900.00
17522,2022081401008983,HBL,3,58,13,318,4134.00
17523,2022081401008982,DORDI,34,55,10,345.5,3455.00
17524,2022081401008981,HHL,57,38,10,321,3210.00
17525,2022081401008980,HHL,34,49,10,322,3220.00
17526,2022081401008979,HHL,34,49,10,321.4,3214.00
17527,2022081404003961,UNHPL,19,38,500,236.6,118300.00
17528,2022081403006870,CIT,50,22,10,2133,21330.00
17529,2022081401008978,GVL,28,58,10,368,3680.00
17530,2022081401008977,HHL,57,45,10,321,3210.00
17531,2022081401008976,HHL,57,48,10,321,3210.00
17532,2022081403006869,NRIC,59,29,38,746,28348.00
17533,2022081403006868,NRIC,40,29,10,746,7460.00
17534,2022081401008975,HHL,57,10,10,321,3210.00
17535,2022081403006867,NRIC,58,29,10,748,7480.00
17536,2022081401008974,BHDC,28,25,130,459.2,59696.00
17537,2022081403006866,NTC,34,26,10,866,8660.00
17538,2022081403006865,NIFRA,54,32,54,231,12474.00
17539,2022081403006864,NIFRA,54,16,50,231,11550.00
17540,2022081403006863,NIFRA,54,34,20,231,4620.00
17541,2022081403006862,NIFRA,54,3,34,231,7854.00
17542,2022081401008973,HHL,57,38,10,321,3210.00
17543,2022081404003960,SHPC,57,34,50,317,15850.00
17544,2022081403006861,ALBSL,42,41,16,1175,18800.00
17545,2022081403006860,NLIC,51,14,100,673,67300.00
17546,2022081403006859,PFL,6,45,352,385,135520.00
17547,2022081403006858,NLICL,51,43,50,572,28600.00
17548,2022081403006857,NLICL,43,43,100,572,57200.00
17549,2022081403006856,NLICL,25,43,100,573,57300.00
17550,2022081403006855,NLICL,26,43,200,573,114600.00
17551,2022081401008972,SHIVM,1,47,100,722.5,72250.00
17552,2022081403006854,FOWAD,58,14,50,2654,132700.00
17553,2022081404003959,UPCL,58,51,105,251.2,26376.00
17554,2022081404003958,UPCL,54,51,80,251.2,20096.00
17555,2022081403006853,KSBBL,40,41,10,343,3430.00
17556,2022081403006852,NIFRA,49,29,16,230,3680.00
17557,2022081403006851,NIFRA,6,29,38,230,8740.00
17558,2022081403006850,NRIC,59,7,10,754,7540.00
17559,2022081403006849,GMFBS,29,45,19,950.1,18051.90
17560,2022081401008971,BHDC,25,38,10,459.1,4591.00
17561,2022081404003957,DHPL,34,58,1176,205.1,241197.60
17562,2022081404003956,DHPL,34,58,225,205.5,46237.50
17563,2022081404003955,DHPL,21,58,99,206,20394.00
17564,2022081401008970,HHL,57,8,10,321,3210.00
17565,2022081401008969,HHL,57,56,10,321,3210.00
17566,2022081401008968,DORDI,34,25,200,345.5,69100.00
17567,2022081403006848,NIFRA,6,57,12,230,2760.00
17568,2022081403006847,NIFRA,58,57,10,230,2300.00
17569,2022081403006846,NIFRA,38,57,10,230,2300.00
17570,2022081403006845,NIFRA,11,57,34,230,7820.00
17571,2022081403006844,NIFRA,35,57,50,230.1,11505.00
17572,2022081403006843,NIFRA,36,57,100,230.1,23010.00
17573,2022081404003954,NIL,40,45,10,702,7020.00
17574,2022081403006842,NICLBSL,45,29,32,850.2,27206.40
17575,2022081401008967,BHDC,25,44,10,459.1,4591.00
17576,2022081403006841,JFL,19,36,180,407,73260.00
17577,2022081403006840,NTC,58,26,10,866,8660.00
17578,2022081403006839,CBBL,40,13,100,1009,100900.00
17579,2022081403006838,CBBL,19,13,20,1009,20180.00
17580,2022081403006837,CBBL,42,13,30,1009,30270.00
17581,2022081403006836,CBBL,43,13,50,1009,50450.00
17582,2022081403006835,CBBL,58,13,50,1009,50450.00
17583,2022081403006834,CBBL,4,13,10,1009.1,10091.00
17584,2022081404003953,AHPC,49,14,13,348,4524.00
17585,2022081403006833,PFL,6,14,90,383.2,34488.00
17586,2022081404003952,AHPC,25,14,200,348,69600.00
17587,2022081403006832,PFL,34,14,10,384,3840.00
17588,2022081404003951,AHPC,55,14,687,348,239076.00
17589,2022081401008966,HDL,58,34,19,3579,68001.00
17590,2022081401008965,HDL,54,58,10,3580,35800.00
17591,2022081401008964,PRVU,35,42,104,206.5,21476.00
17592,2022081401008963,PRVU,54,42,271,206.5,55961.50
17593,2022081403006831,GUFL,39,21,480,555.1,266448.00
17594,2022081403006830,NRIC,59,34,20,753,15060.00
17595,2022081403006829,NRIC,59,48,129,748,96492.00
17596,2022081401008962,NICA,47,29,10,657.9,6579.00
17597,2022081404003950,HEI,25,58,50,423,21150.00
17598,2022081404003949,HEI,52,58,50,423,21150.00
17599,2022081403006828,CORBL,52,26,19,309.5,5880.50
17600,2022081401008961,NICA,58,29,11,657.1,7228.10
17601,2022081401008960,MMF1,48,58,2000,7.7,15400.00
17602,2022081401008959,MMF1,33,58,400,7.7,3080.00
17603,2022081403006827,MLBBL,58,53,10,1240,12400.00
17604,2022081403006826,NIFRA,11,52,108,230,24840.00
17605,2022081404003948,UMHL,45,58,50,280.2,14010.00
17606,2022081404003947,UMHL,43,58,50,280.3,14015.00
17607,2022081403006825,KSBBL,54,47,40,342,13680.00
17608,2022081403006824,NLIC,7,22,350,674,235900.00
17609,2022081403006823,NLIC,42,22,740,674,498760.00
17610,2022081403006822,NLIC,21,22,506,674,341044.00
17611,2022081403006821,NLIC,58,22,500,675,337500.00
17612,2022081401008958,HHL,57,35,10,321,3210.00
17613,2022081404003946,HURJA,42,47,7500,260,1950000.00
17614,2022081405001083,MBJC,49,29,10,239.1,2391.00
17615,2022081404003945,GLH,8,26,380,312,118560.00
17616,2022081401008957,DORDI,34,19,10,345.5,3455.00
17617,2022081403006820,FOWAD,58,35,10,2659,26590.00
17618,2022081403006819,CBBL,37,13,60,1009.5,60570.00
17619,2022081401008956,CZBIL,57,58,70,200,14000.00
17620,2022081401008955,NICA,4,29,10,657.9,6579.00
17621,2022081403006818,JFL,34,36,300,407,122100.00
17622,2022081404003944,UPCL,52,58,300,251.9,75570.00
17623,2022081403006817,PFL,6,38,920,384,353280.00
17624,2022081403006816,NLIC,33,34,40,676,27040.00
17625,2022081404003943,NHPC,19,57,61,248,15128.00
17626,2022081404003942,AKJCL,25,36,295,211,62245.00
17627,2022081401008954,HDL,25,58,75,3580,268500.00
17628,2022081404003941,MHNL,14,49,10,292,2920.00
17629,2022081401008953,HDL,58,11,18,3579,64422.00
17630,2022081401008952,HDL,1,11,22,3579,78738.00
17631,2022081403006815,NFS,32,34,27,293,7911.00
17632,2022081404003940,KPCL,34,29,11,396,4356.00
17633,2022081401008951,HBL,3,8,40,318,12720.00
17634,2022081401008950,HBL,56,8,15,318,4770.00
17635,2022081401008949,HBL,38,8,10,318,3180.00
17636,2022081401008948,HBL,45,8,10,318,3180.00
17637,2022081401008947,HBL,29,8,31,320,9920.00
17638,2022081404003939,UNHPL,22,49,170,236.4,40188.00
17639,2022081404003938,UNHPL,11,49,100,236.5,23650.00
17640,2022081404003937,UNHPL,38,49,700,236.6,165620.00
17641,2022081404003936,UNHPL,42,49,30,236.7,7101.00
17642,2022081401008946,HBL,29,13,20,320,6400.00
17643,2022081403006814,JBBL,25,49,100,297,29700.00
17644,2022081401008945,NICA,36,7,25,657,16425.00
17645,2022081401008944,NICA,17,7,10,657,6570.00
17646,2022081401008943,RFPL,47,58,10,280.6,2806.00
17647,2022081405001082,RULB,49,38,10,1101.4,11014.00
17648,2022081403006813,BFC,34,32,15,392,5880.00
17649,2022081401008942,HDL,1,6,28,3579,100212.00
17650,2022081401008941,HDL,59,6,17,3579,60843.00
17651,2022081403006812,JBBL,25,47,67,297,19899.00
17652,2022081403006811,JBBL,11,47,100,297,29700.00
17653,2022081403006810,JBBL,11,47,133,297,39501.00
17654,2022081404003935,UPCL,36,51,500,252,126000.00
17655,2022081403006809,ICFC,17,45,10,509,5090.00
17656,2022081401008940,BHL,38,45,10,325,3250.00
17657,2022081404003934,UMHL,45,11,10,280.2,2802.00
17658,2022081403006808,PFL,44,45,100,385,38500.00
17659,2022081403006807,PFL,54,45,48,385,18480.00
17660,2022081404003933,API,40,10,29,255,7395.00
17661,2022081404003932,HPPL,42,29,10,379.3,3793.00
17662,2022081404003931,RURU,17,25,100,790,79000.00
17663,2022081404003930,RURU,28,25,50,791.1,39555.00
17664,2022081403006806,NIFRA,11,48,54,230,12420.00
17665,2022081401008939,HHL,57,49,10,321,3210.00
17666,2022081401008938,SBL,49,44,15,305,4575.00
17667,2022081403006805,CBBL,37,13,240,1009.5,242280.00
17668,2022081403006804,CBBL,58,13,60,1011,60660.00
17669,2022081403006803,NIFRA,11,39,54,230,12420.00
17670,2022081405001081,NYADI,57,11,10,334.5,3345.00
17671,2022081404003929,UMHL,28,32,100,281,28100.00
17672,2022081403006802,KSBBL,40,47,10,342,3420.00
17673,2022081404003928,BARUN,45,42,180,277,49860.00
17674,2022081403006801,CFCL,58,34,40,327,13080.00
17675,2022081403006800,ICFC,17,6,100,509,50900.00
17676,2022081401008937,PRVU,54,4,29,206.5,5988.50
17677,2022081401008936,BHDC,47,25,100,459.2,45920.00
17678,2022081401008935,BHDC,28,25,10,459.2,4592.00
17679,2022081403006799,NIFRA,6,45,4,230,920.00
17680,2022081403006798,NIFRA,6,42,21,230,4830.00
17681,2022081404003927,UNHPL,42,38,270,236.7,63909.00
17682,2022081404003926,UNHPL,28,38,30,236.7,7101.00
17683,2022081404003925,UNHPL,32,38,200,238,47600.00
17684,2022081403006797,FOWAD,16,49,20,2655,53100.00
17685,2022081403006796,MLBL,29,52,1470,382.2,561834.00
17686,2022081403006795,MLBL,42,52,180,382.5,68850.00
17687,2022081403006794,MLBL,42,52,300,382.5,114750.00
17688,2022081403006793,MLBL,6,52,1000,382.5,382500.00
17689,2022081403006792,MLBL,40,52,50,382.6,19130.00
17690,2022081405001080,NYADI,57,22,10,334.5,3345.00
17691,2022081401008934,PRVU,22,42,51,206.6,10536.60
17692,2022081404003924,AKPL,45,18,10,432,4320.00
17693,2022081401008933,GVL,28,57,70,368,25760.00
17694,2022081405001079,MBJC,49,11,10,239.1,2391.00
17695,2022081405001078,BNHC,13,29,10,397.1,3971.00
17696,2022081401008932,RFPL,47,56,10,280.6,2806.00
17697,2022081401008931,HHL,57,4,10,321,3210.00
17698,2022081405001077,TPC,5,58,10,455,4550.00
17699,2022081405001076,JALPA,57,58,50,3150,157500.00
17700,2022081404003923,UPCL,26,51,30,252,7560.00
17701,2022081404003922,UPCL,13,51,165,252,41580.00
17702,2022081404003921,UPCL,37,51,120,253,30360.00
17703,2022081404003920,UPCL,37,6,50,253,12650.00
17704,2022081404003919,NMBHF1,41,41,2500,11.85,29625.00
17705,2022081404003918,NMBHF1,7,41,500,11.85,5925.00
17706,2022081401008930,GVL,28,6,10,368,3680.00
17707,2022081403006791,NLIC,58,34,50,676,33800.00
17708,2022081401008929,BHDC,28,52,10,459.2,4592.00
17709,2022081404003917,BPCL,47,58,400,321,128400.00
17710,2022081404003916,BPCL,47,52,100,319.9,31990.00
17711,2022081403006790,SWBBL,38,35,37,1325,49025.00
17712,2022081404003915,HPPL,42,11,10,379.3,3793.00
17713,2022081404003914,BPCL,1,32,881,318,280158.00
17714,2022081404003913,BPCL,26,32,50,318.1,15905.00
17715,2022081404003912,BPCL,58,32,30,318.2,9546.00
17716,2022081404003911,BPCL,32,32,29,319,9251.00
17717,2022081404003910,BPCL,41,32,10,319,3190.00
17718,2022081404003909,AKPL,3,29,11,430.2,4732.20
17719,2022081401008928,NICA,17,54,50,657,32850.00
17720,2022081403006789,MLBL,40,48,50,382.6,19130.00
17721,2022081403006788,MLBL,40,48,100,382.7,38270.00
17722,2022081403006787,MLBL,52,48,50,383,19150.00
17723,2022081405001075,NYADI,34,1,100,335,33500.00
17724,2022081403006786,SFCL,40,42,10,284.9,2849.00
17725,2022081403006785,CBBL,8,13,60,1010,60600.00
17726,2022081404003908,API,40,6,83,255,21165.00
17727,2022081404003907,API,40,6,88,255,22440.00
17728,2022081404003906,API,40,38,960,255,244800.00
17729,2022081404003905,API,40,34,40,254.8,10192.00
17730,2022081401008927,HHL,57,59,10,321,3210.00
17731,2022081405001074,SAHAS,59,38,10,528,5280.00
17732,2022081404003904,GLH,25,26,100,312,31200.00
17733,2022081404003903,GLH,8,26,20,312,6240.00
17734,2022081401008926,HHL,57,42,10,321,3210.00
17735,2022081404003902,BARUN,45,42,25,277,6925.00
17736,2022081401008925,HHL,57,58,10,321,3210.00
17737,2022081404003901,API,32,45,40,253.1,10124.00
17738,2022081404003900,API,58,45,50,253.1,12655.00
17739,2022081403006784,ICFC,26,21,56,510,28560.00
17740,2022081403006783,ICFC,26,54,44,510,22440.00
17741,2022081403006782,NTC,42,58,40,865.6,34624.00
17742,2022081401008924,HHL,57,46,10,321,3210.00
17743,2022081404003899,IGI,57,29,90,414.1,37269.00
17744,2022081404003898,IGI,57,29,10,414.2,4142.00
17745,2022081403006781,ALBSL,42,17,20,1175,23500.00
17746,2022081401008923,HHL,57,16,10,321,3210.00
17747,2022081403006780,PFL,54,4,52,385,20020.00
17748,2022081403006779,PFL,41,4,100,385,38500.00
17749,2022081403006778,PFL,32,4,100,385,38500.00
17750,2022081403006777,PFL,14,4,400,385.1,154040.00
17751,2022081404003897,UPPER,34,33,35,480,16800.00
17752,2022081401008922,SHIVM,36,41,50,722,36100.00
17753,2022081401008921,PCBL,44,49,10,238,2380.00
17754,2022081401008920,GVL,28,45,10,368,3680.00
17755,2022081403006776,NTC,32,38,100,866,86600.00
17756,2022081403006775,NTC,45,38,20,866,17320.00
17757,2022081404003896,UMHL,45,34,50,280.2,14010.00
17758,2022081403006774,CBBL,42,13,12,1010,12120.00
17759,2022081401008919,BHDC,28,51,40,459.2,18368.00
17760,2022081401008918,BHDC,42,51,60,459.3,27558.00
17761,2022081404003895,NLG,33,29,70,499,34930.00
17762,2022081404003894,NLG,14,29,30,499.1,14973.00
17763,2022081405001073,SAHAS,59,47,10,528,5280.00
17764,2022081405001072,SAHAS,59,45,10,528,5280.00
17765,2022081405001071,SAHAS,59,7,10,527.9,5279.00
17766,2022081403006773,NLIC,49,7,10,675,6750.00
17767,2022081403006772,CIT,25,19,56,2134,119504.00
17768,2022081403006771,CIT,25,25,40,2133,85320.00
17769,2022081403006770,CIT,25,6,24,2131,51144.00
17770,2022081403006769,CIT,25,22,100,2131,213100.00
17771,2022081403006768,CIT,25,19,30,2130,63900.00
17772,2022081403006767,NLICL,22,16,100,574,57400.00
17773,2022081404003893,CHL,38,34,30,263.7,7911.00
17774,2022081401008917,DORDI,57,5,18,347,6246.00
17775,2022081403006766,NIFRA,6,14,54,230,12420.00
17776,2022081403006765,NIFRA,6,44,121,230,27830.00
17777,2022081403006764,NIFRA,55,44,50,230,11500.00
17778,2022081403006763,NIFRA,50,44,50,230,11500.00
17779,2022081403006762,NIFRA,32,44,10,230,2300.00
17780,2022081403006761,NIFRA,38,44,100,230,23000.00
17781,2022081403006760,NIFRA,7,44,50,230,11500.00
17782,2022081403006759,NIFRA,41,44,56,230,12880.00
17783,2022081403006758,NIFRA,49,44,63,230,14490.00
17784,2022081404003892,BARUN,19,42,20,277.5,5550.00
17785,2022081401008916,HHL,57,59,10,321.1,3211.00
17786,2022081404003891,RURU,28,57,11,791.1,8702.10
17787,2022081401008915,HHL,3,58,10,321.1,3211.00
17788,2022081403006757,NIFRA,49,56,37,230,8510.00
17789,2022081403006756,NIFRA,46,56,13,230,2990.00
17790,2022081403006755,HIDCL,6,34,36,203,7308.00
17791,2022081404003890,AKJCL,34,36,100,211,21100.00
17792,2022081403006754,HIDCL,21,34,14,203,2842.00
17793,2022081403006753,NIFRA,46,53,64,230,14720.00
17794,2022081403006752,NFS,32,57,73,293,21389.00
17795,2022081403006751,NFS,41,57,10,294,2940.00
17796,2022081403006750,NFS,16,57,48,294,14112.00
17797,2022081401008914,PRVU,43,42,50,206.7,10335.00
17798,2022081401008913,PRVU,35,42,42,207,8694.00
17799,2022081401008912,PRVU,13,42,100,207,20700.00
17800,2022081401008911,PRVU,13,42,30,207,6210.00
17801,2022081401008910,SHIVM,43,47,10,722.5,7225.00
17802,2022081403006749,ICFC,7,34,50,510,25500.00
17803,2022081403006748,ILBS,55,53,10,981.4,9814.00
17804,2022081405001070,MLBS,18,56,10,1208,12080.00
17805,2022081404003889,UPPER,44,58,20,479,9580.00
17806,2022081404003888,UPPER,21,58,20,479,9580.00
17807,2022081404003887,UPPER,55,58,20,479,9580.00
17808,2022081401008909,BHL,38,49,10,325,3250.00
17809,2022081401008908,GVL,28,48,10,368,3680.00
17810,2022081401008907,HDL,22,6,10,3580,35800.00
17811,2022081405001069,SPC,39,49,10,535,5350.00
17812,2022081404003886,UNHPL,57,57,50,238,11900.00
17813,2022081404003885,UNHPL,7,57,308,238,73304.00
17814,2022081401008906,HHL,3,58,10,321.1,3211.00
17815,2022081403006747,CBBL,42,13,13,1010,13130.00
17816,2022081403006746,CBBL,38,13,200,1010,202000.00
17817,2022081403006745,CBBL,42,13,100,1010,101000.00
17818,2022081403006744,CBBL,35,13,22,1010,22220.00
17819,2022081403006743,CBBL,22,13,10,1010,10100.00
17820,2022081403006742,CBBL,53,13,200,1010,202000.00
17821,2022081403006741,CBBL,45,13,10,1010,10100.00
17822,2022081403006740,CBBL,57,13,20,1010,20200.00
17823,2022081403006739,CBBL,38,13,10,1010,10100.00
17824,2022081403006738,CBBL,21,13,10,1010,10100.00
17825,2022081403006737,CBBL,47,13,100,1010,101000.00
17826,2022081403006736,CBBL,13,13,20,1010,20200.00
17827,2022081403006735,CBBL,49,13,10,1010,10100.00
17828,2022081403006734,CBBL,4,13,100,1010,101000.00
17829,2022081403006733,CBBL,39,13,35,1010,35350.00
17830,2022081403006732,CBBL,33,13,10,1010,10100.00
17831,2022081403006731,CBBL,43,13,30,1010.1,30303.00
17832,2022081401008905,PCBL,32,4,15,236.1,3541.50
17833,2022081403006730,MPFL,42,10,240,291.1,69864.00
17834,2022081404003884,AKJCL,25,29,10,208.1,2081.00
17835,2022081404003883,HEI,44,21,20,423,8460.00
17836,2022081401008904,NICA,17,58,40,657,26280.00
17837,2022081401008903,NICA,6,58,10,657,6570.00
17838,2022081401008902,NICA,58,58,10,657,6570.00
17839,2022081403006729,MFIL,42,35,40,437,17480.00
17840,2022081401008901,HHL,3,41,10,321.1,3211.00
17841,2022081401008900,HHL,3,49,10,321.1,3211.00
17842,2022081403006728,NLIC,44,57,436,675,294300.00
17843,2022081401008899,DORDI,28,5,70,347,24290.00
17844,2022081401008898,DORDI,28,58,10,347,3470.00
17845,2022081401008897,DORDI,28,7,10,347,3470.00
17846,2022081401008896,DORDI,28,7,10,347,3470.00
17847,2022081403006727,NLIC,44,6,100,675,67500.00
17848,2022081403006726,NLIC,44,7,10,675,6750.00
17849,2022081403006725,NLIC,44,32,50,675,33750.00
17850,2022081403006724,NLIC,44,44,214,675,144450.00
17851,2022081403006723,NLIC,44,44,134,675,90450.00
17852,2022081404003882,NGPL,6,51,352,270.5,95216.00
17853,2022081403006722,GFCL,58,28,100,528,52800.00
17854,2022081403006721,JBBL,11,49,67,297,19899.00
17855,2022081403006720,JBBL,6,49,43,297,12771.00
17856,2022081403006719,CIT,58,19,70,2130,149100.00
17857,2022081403006718,NLIC,58,4,30,674.1,20223.00
17858,2022081401008895,PCBL,44,45,40,237,9480.00
17859,2022081403006717,NIFRA,46,58,90,230,20700.00
17860,2022081403006716,NIFRA,22,49,54,230.2,12430.80
17861,2022081403006715,RMDC,58,7,40,854,34160.00
17862,2022081401008894,SHIVM,36,48,98,722,70756.00
17863,2022081401008893,SHIVM,17,48,20,722,14440.00
17864,2022081401008892,SHIVM,58,48,20,722,14440.00
17865,2022081401008891,SHIVM,7,48,20,722,14440.00
17866,2022081401008890,SHIVM,45,48,22,722,15884.00
17867,2022081401008889,SHIVM,47,48,20,722,14440.00
17868,2022081401008888,SHIVM,16,48,100,722.1,72210.00
17869,2022081401008887,BHL,38,34,10,325,3250.00
17870,2022081404003881,HDHPC,32,17,201,224,45024.00
17871,2022081401008886,NABIL,58,50,25,790,19750.00
17872,2022081401008885,NABIL,40,50,100,790.1,79010.00
17873,2022081401008884,NABIL,1,50,100,790.1,79010.00
17874,2022081401008883,NABIL,16,50,100,790.1,79010.00
17875,2022081401008882,NABIL,58,50,50,790.2,39510.00
17876,2022081401008881,NABIL,46,50,72,790.2,56894.40
17877,2022081401008880,NABIL,40,50,26,790.3,20547.80
17878,2022081401008879,NABIL,54,50,27,791,21357.00
17879,2022081401008878,HHL,3,38,10,321.1,3211.00
17880,2022081403006714,GUFL,14,21,100,555.2,55520.00
17881,2022081404003880,NIBSF2,57,21,4000,7.84,31360.00
17882,2022081404003879,API,45,34,10,254.8,2548.00
17883,2022081403006713,MLBL,32,3,50,383,19150.00
17884,2022081403006712,MLBL,25,3,200,383,76600.00
17885,2022081403006711,MLBL,22,3,130,383,49790.00
17886,2022081403006710,MLBL,6,3,190,383,72770.00
17887,2022081403006709,MLBL,53,3,65,383.1,24901.50
17888,2022081401008877,DORDI,34,55,10,345.5,3455.00
17889,2022081401008876,RFPL,47,54,10,280.6,2806.00
17890,2022081404003878,API,7,33,434,253,109802.00
17891,2022081404003877,API,57,33,100,253.1,25310.00
17892,2022081404003876,API,34,33,110,253.1,27841.00
17893,2022081404003875,API,57,33,50,253.1,12655.00
17894,2022081404003874,API,58,33,1000,253.1,253100.00
17895,2022081404003873,API,52,33,100,253.1,25310.00
17896,2022081404003872,API,40,33,118,253.1,29865.80
17897,2022081404003871,API,57,33,100,254,25400.00
17898,2022081401008875,NICA,6,58,50,658,32900.00
17899,2022081403006708,CLBSL,50,32,26,921,23946.00
17900,2022081403006707,NLIC,54,44,115,675,77625.00
17901,2022081401008874,NMB,14,45,352,252,88704.00
17902,2022081401008873,NMB,17,45,30,252,7560.00
17903,2022081401008872,NMB,22,45,31,252,7812.00
17904,2022081403006706,NIFRA,46,4,53,230,12190.00
17905,2022081403006705,NIFRA,14,4,11,230,2530.00
17906,2022081403006704,SWBBL,38,26,13,1325,17225.00
17907,2022081403006703,NIFRA,14,22,49,230,11270.00
17908,2022081403006702,NIFRA,51,22,31,230,7130.00
17909,2022081404003870,AKPL,3,18,20,430.1,8602.00
17910,2022081404003869,AKPL,3,18,300,430.1,129030.00
17911,2022081404003868,AKPL,56,18,80,430.1,34408.00
17912,2022081404003867,AKPL,4,18,50,430.2,21510.00
17913,2022081404003866,AKPL,58,18,50,431,21550.00
17914,2022081403006701,CHDC,52,16,100,761,76100.00
17915,2022081401008871,SHIVM,49,47,25,722.5,18062.50
17916,2022081403006700,SAPDBL,59,57,120,242.1,29052.00
17917,2022081404003865,GLH,8,49,10,312,3120.00
17918,2022081401008870,HHL,3,46,10,321.1,3211.00
17919,2022081401008869,HHL,3,44,10,321.1,3211.00
17920,2022081403006699,MPFL,58,10,40,292.1,11684.00
17921,2022081403006698,MPFL,38,10,10,292.1,2921.00
17922,2022081403006697,KMCDB,38,25,22,1062,23364.00
17923,2022081403006696,KMCDB,7,25,28,1067,29876.00
17924,2022081403006695,KMCDB,34,25,50,1067.8,53390.00
17925,2022081403006694,KMCDB,45,25,50,1068,53400.00
17926,2022081403006693,KMCDB,52,25,50,1068,53400.00
17927,2022081401008868,HDL,59,53,20,3579,71580.00
17928,2022081401008867,HDL,59,53,20,3579,71580.00
17929,2022081401008866,HDL,59,53,30,3579,107370.00
17930,2022081401008865,HDL,59,34,10,3577,35770.00
17931,2022081401008864,HDL,59,42,30,3577,107310.00
17932,2022081401008863,HDL,59,51,100,3577,357700.00
17933,2022081401008862,HDL,59,14,100,3575,357500.00
17934,2022081401008861,HDL,59,14,100,3575,357500.00
17935,2022081401008860,HDL,59,45,13,3575,46475.00
17936,2022081401008859,HDL,59,14,30,3570,107100.00
17937,2022081401008858,HDL,59,55,20,3570,71400.00
17938,2022081401008857,HDL,59,17,10,3570,35700.00
17939,2022081404003864,SPDL,38,5,124,327.1,40560.40
17940,2022081404003863,UPCL,37,58,30,253,7590.00
17941,2022081401008856,BHDC,42,58,10,459.3,4593.00
17942,2022081401008855,SCB,6,53,51,428.3,21843.30
17943,2022081403006692,NMBMF,56,45,59,760,44840.00
17944,2022081403006691,HIDCL,11,7,10,204,2040.00
17945,2022081401008854,MBL,52,20,39,234.4,9141.60
17946,2022081401008853,NABIL,49,34,15,793,11895.00
17947,2022081401008852,HHL,3,49,10,321.1,3211.00
17948,2022081401008851,RFPL,47,6,10,280.6,2806.00
17949,2022081405001068,MKJC,58,46,10,480,4800.00
17950,2022081401008850,NICA,57,58,50,658,32900.00
17951,2022081401008849,NICA,39,58,500,658,329000.00
17952,2022081401008848,NICA,17,58,10,658,6580.00
17953,2022081405001067,ENL,58,34,90,690,62100.00
17954,2022081405001066,SAHAS,32,22,10,527,5270.00
17955,2022081405001065,SAHAS,32,58,10,527,5270.00
17956,2022081405001064,SAHAS,32,58,10,527,5270.00
17957,2022081405001063,SAHAS,32,45,40,527,21080.00
17958,2022081405001062,MBJC,49,58,10,239.1,2391.00
17959,2022081401008847,HHL,57,42,10,321.2,3212.00
17960,2022081404003862,SPDL,6,52,498,329.8,164240.40
17961,2022081404003861,SPDL,6,16,500,329.8,164900.00
17962,2022081401008846,NESDO,59,28,10,3244.7,32447.00
17963,2022081401008845,BHDC,42,45,10,459.3,4593.00
17964,2022081404003860,MHNL,13,32,100,290,29000.00
17965,2022081404003859,MHNL,16,32,300,290,87000.00
17966,2022081404003858,MHNL,57,32,75,290,21750.00
17967,2022081404003857,MHNL,57,32,20,290.5,5810.00
17968,2022081405001061,BNHC,13,48,10,397.1,3971.00
